State,OCTO Location ID,Address,Area / Sub,"Building Validation Commercial
/Residential",GNAF Units,OCTO Device,MDF Share,Latitude,Longitude,Hubsite ID,Hubsite,Cabinet Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,632,13 JONES ST PYRMONT NSW 2009,PYRMONT,residential,40,UBE,Standalone Only,-33.869699,151.1914,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,633,104 MILLER ST PYRMONT NSW 2009,PYRMONT,residential,121,VDSL,Standalone Only,-33.869742,151.192689,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,634,102 MILLER ST PYRMONT NSW 2009,PYRMONT,residential,281,VDSL,Standalone Only,-33.869827,151.192124,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,636,15 JONES ST PYRMONT NSW 2009,PYRMONT,residential,24,UBE,Standalone Only,-33.869941,151.19152,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,639,17 JONES ST PYRMONT NSW 2009,PYRMONT,residential,27,UBE,Standalone Only,-33.870171,151.19169,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,645,32-34 BUNN ST PYRMONT NSW 2009,PYRMONT,residential,87,VDSL,Standalone Only,-33.870844,151.197083,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,646,2-14 BUNN ST PYRMONT NSW 2009,PYRMONT,residential,39,UBE,Standalone Only,-33.871037,151.196211,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,648,16-30 BUNN ST PYRMONT NSW 2009,PYRMONT,residential,44,UBE,Standalone Only,-33.871084,151.196562,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,649,120-140 PYRMONT ST PYRMONT NSW 2009,PYRMONT,residential,101,VDSL,Master Only,-33.87163,151.196791,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,650,1-29 BUNN ST PYRMONT NSW 2009,PYRMONT,residential,121,VDSL,Slave Only,-33.871631,151.19679,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,652,149-197 PYRMONT ST PYRMONT NSW 2009,PYRMONT,residential,175,VDSL,Standalone Only,-33.872027,151.196065,Syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,653,117-125 MURRAY ST PYRMONT NSW 2009,PYRMONT,residential,55,VDSL,Slave Only,-33.872085,151.197132,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,654,127-129 MURRAY ST PYRMONT NSW 2009,PYRMONT,residential,18,VDSL,Master Only,-33.872085,151.197132,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,656,223-229 HARRIS ST PYRMONT NSW 2009,PYRMONT,residential,45,UBE,Standalone Only,-33.872302,151.195085,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,657,137 MURRAY ST PYRMONT NSW 2009,PYRMONT,residential,14,UBE,Standalone Only,-33.872491,151.197126,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,659,199 PYRMONT ST PYRMONT NSW 2009,PYRMONT,residential,89,VDSL,Master Only,-33.872579,151.196383,Syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,661,233 PYRMONT ST PYRMONT NSW 2009,PYRMONT,residential,97,VDSL,Standalone Only,-33.872821,151.196537,Syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,662,134-150 BULWARA RD PYRMONT NSW 2009,PYRMONT,residential,80,VDSL,Standalone Only,-33.872874,151.194895,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,665,261 HARRIS ST PYRMONT NSW 2009,PYRMONT,residential,116,VDSL,Standalone Only,-33.873303,151.195657,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,666,54 EXPERIMENT ST PYRMONT NSW 2009,PYRMONT,residential,72,VDSL,Slave Only,-33.872579,151.196383,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,667,152-164 BULWARA RD PYRMONT NSW 2009,PYRMONT,residential,126,VDSL,Standalone Only,-33.873287,151.195128,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,669,320 HARRIS ST PYRMONT NSW 2009,PYRMONT,residential,93,VDSL,Master Only,-33.873652,151.196485,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,670,2-26 WATTLE CRES PYRMONT NSW 2009,PYRMONT,residential,226,VDSL,Standalone Only,-33.873785,151.193632,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,671,6-10 WATTLE ST PYRMONT NSW 2009,PYRMONT,residential,57,VDSL,Standalone Only,-33.874054,151.193014,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,675,380 HARRIS ST PYRMONT NSW 2009,PYRMONT,residential,78,VDSL,Slave Only,-33.874615,151.196972,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,677,17-21 PYRMONT BRIDGE RD PYRMONT NSW 2009,PYRMONT,residential,45,UBE,Standalone Only,-33.870735,151.19625,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,678,15 PIRRAMA RD PYRMONT NSW 2009,PYRMONT,residential,13,VDSL,Slave Only,-33.864164,151.19296,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,679,23 PIRRAMA RD PYRMONT NSW 2009,PYRMONT,residential,10,VDSL,Slave Only,-33.864164,151.19296,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,680,8 POINT ST PYRMONT NSW 2009,PYRMONT,residential,31,VDSL,Master Only,-33.864164,151.192959,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,692,17 QUARRY MASTER DR PYRMONT NSW 2009,PYRMONT,residential,12,VDSL,Slave Only,-33.869164,151.190203,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,693,9 QUARRY MASTER DR PYRMONT NSW 2009,PYRMONT,residential,16,VDSL,Master Only,-33.869164,151.190203,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,694,40 SAUNDERS ST PYRMONT NSW 2009,PYRMONT,residential,70,VDSL,Slave Only,-33.869409,151.19088,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,697,50 MURRAY ST SYDNEY NSW 2000,SYDNEY,Residential,408,VDSL,Standalone Only,-33.87093,151.197946,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,699,14 QUARRY MASTER DR PYRMONT NSW 2009,PYRMONT,residential,90,VDSL,Slave Only,-33.869409,151.19088,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,703,660 ELIZABETH ST MELBOURNE VIC 3000,MELBOURNE CBD,residential,232,VDSL,Master Only,-37.802852,144.958382,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,704,650 ELIZABETH ST MELBOURNE VIC 3000,MELBOURNE CBD,Residential,12,UBE,Standalone Only,-37.803182,144.958519,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,708,483 SWANSTON ST MELBOURNE VIC 3000,MELBOURNE CBD,Residential,294,VDSL,Slave Only,-37.807433,144.961984,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,712,8 FRANKLIN ST MELBOURNE VIC 3000,MELBOURNE CBD,residential,959,VDSL,Master Only,-37.807433,144.961984,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,716,61 MACKENZIE ST MELBOURNE VIC 3000,MELBOURNE CBD,Residential,55,VDSL,Master Only,-37.807845,144.96627,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,720,336 RUSSELL ST MELBOURNE VIC 3000,MELBOURNE CBD,residential,57,VDSL,Slave Only,-37.808391,144.966355,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,725,340 RUSSELL ST MELBOURNE VIC 3000,MELBOURNE CBD,residential,33,VDSL,Slave Only,-37.808391,144.966355,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,728,455 ELIZABETH ST MELBOURNE VIC 3000,MELBOURNE CBD,residential,79,UBE,Standalone Only,-37.808429,144.960206,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,735,191 FRANKLIN ST MELBOURNE VIC 3000,MELBOURNE CBD,residential,20,VDSL,Slave Only,-37.809096,144.958276,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,737,153 LA TROBE ST MELBOURNE VIC 3000,MELBOURNE CBD,residential,61,UBE,Standalone Only,-37.80881,144.967303,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,738,201 FRANKLIN ST MELBOURNE VIC 3000,MELBOURNE CBD,Residential,20,VDSL,Slave Only,-37.809096,144.958276,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,745,8 EXPLORATION LANE MELBOURNE VIC 3000,MELBOURNE CBD,Residential,253,VDSL,Standalone Only,-37.809194,144.968466,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,746,181 FRANKLIN ST MELBOURNE VIC 3000,MELBOURNE CBD,residential,29,VDSL,Master Only,-37.809096,144.958276,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,759,160 LITTLE LONSDALE ST MELBOURNE VIC 3000,MELBOURNE CBD,Residential,107,VDSL,Standalone Only,-37.80957,144.9672,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,764,22-24 JANE BELL LANE MELBOURNE VIC 3000,MELBOURNE CBD,Residential,882,VDSL,Standalone Only,-37.810221,144.966265,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,771,131 LONSDALE ST MELBOURNE VIC 3000,MELBOURNE CBD,residential,268,VDSL,Standalone Only,-37.810713,144.968409,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,772,139 LONSDALE ST MELBOURNE VIC 3000,MELBOURNE CBD,residential,184,VDSL,Standalone Only,-37.81075,144.968257,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,773,28 WILLS ST MELBOURNE VIC 3000,MELBOURNE CBD,Residential,321,VDSL,Master Only,-37.810695,144.957437,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,778,25-33 WILLS ST MELBOURNE VIC 3000,MELBOURNE CBD,Residential,216,VDSL,Slave Only,-37.810743,144.956997,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,780,402-408 LA TROBE ST MELBOURNE VIC 3000,MELBOURNE CBD,residential,76,VDSL,Standalone Only,-37.811159,144.957722,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,797,318 LITTLE LONSDALE ST MELBOURNE VIC 3000,MELBOURNE CBD,Residential,218,VDSL,Standalone Only,-37.811612,144.960332,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,807,380 LITTLE LONSDALE ST MELBOURNE VIC 3000,MELBOURNE CBD,residential,365,VDSL,Standalone Only,-37.81222,144.958177,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,812,398 LONSDALE ST MELBOURNE VIC 3000,MELBOURNE CBD,Residential,75,UBE,Standalone Only,-37.812541,144.960598,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,816,408 LONSDALE ST MELBOURNE VIC 3000,MELBOURNE CBD,Residential,220,VDSL,Standalone Only,-37.812598,144.960402,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,820,99 SPRING ST MELBOURNE VIC 3000,MELBOURNE CBD,residential,119,VDSL,Standalone Only,-37.812528,144.973335,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,860,221 QUEEN ST MELBOURNE VIC 3000,MELBOURNE CBD,Residential,56,UBE,Standalone Only,-37.813555,144.959755,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,875,270 KING ST MELBOURNE VIC 3000,MELBOURNE CBD,residential,205,VDSL,Standalone Only,-37.813784,144.95481,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,878,180 LITTLE COLLINS ST MELBOURNE VIC 3000,MELBOURNE CBD,residential,74,UBE,Standalone Only,-37.813859,144.96791,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,880,16 SOMERSET PL MELBOURNE VIC 3000,MELBOURNE CBD,Residential,12,UBE,Standalone Only,-37.813755,144.962653,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,897,31 SPRING ST MELBOURNE VIC 3000,MELBOURNE CBD,residential,112,VDSL,Standalone Only,-37.814523,144.974164,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,908,260 LITTLE COLLINS ST MELBOURNE VIC 3000,MELBOURNE CBD,Residential,37,UBE,Standalone Only,-37.814479,144.965794,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,927,27 FLINDERS LANE MELBOURNE VIC 3000,MELBOURNE CBD,Residential,36,UBE,Standalone Only,-37.814732,144.973366,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,934,115 SWANSTON ST MELBOURNE VIC 3000,MELBOURNE CBD,residential,90,VDSL,Standalone Only,-37.814996,144.966028,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,960,399 BOURKE ST MELBOURNE VIC 3000,MELBOURNE CBD,residential,116,VDSL,Master Only,-37.814746,144.962236,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1002,639 LITTLE BOURKE ST MELBOURNE VIC 3000,MELBOURNE CBD,residential,107,VDSL,Standalone Only,-37.816029,144.953545,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1007,200 SPENCER ST MELBOURNE VIC 3000,MELBOURNE CBD,residential,576,VDSL,Standalone Only,-37.8163,144.953168,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1023,140 FLINDERS ST MELBOURNE VIC 3000,MELBOURNE CBD,Residential,30,UBE,Standalone Only,-37.816395,144.970345,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1031,668 BOURKE ST MELBOURNE VIC 3000,MELBOURNE CBD,residential,436,VDSL,Standalone Only,-37.816602,144.9542,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1033,237 FLINDERS LANE MELBOURNE VIC 3000,MELBOURNE CBD,Residential,36,UBE,Standalone Only,-37.816779,144.966391,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1038,166 FLINDERS ST MELBOURNE VIC 3000,MELBOURNE CBD,Residential,32,UBE,Standalone Only,-37.816757,144.969108,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1072,9 DEGRAVES ST MELBOURNE VIC 3000,MELBOURNE CBD,Residential,96,VDSL,Slave Only,-37.817764,144.965647,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1084,268 FLINDERS ST MELBOURNE VIC 3000,MELBOURNE CBD,residential,502,VDSL,Master Only,-37.817764,144.965647,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1110,620 COLLINS ST MELBOURNE VIC 3000,MELBOURNE CBD,residential,351,VDSL,Standalone Only,-37.818768,144.954431,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1118,551 FLINDERS LANE MELBOURNE VIC 3000,MELBOURNE CBD,residential,91,VDSL,Standalone Only,-37.819944,144.955791,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1120,474 FLINDERS ST MELBOURNE VIC 3000,MELBOURNE CBD,Residential,98,VDSL,Standalone Only,-37.819888,144.958295,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1123,8 DOWNIE ST MELBOURNE VIC 3000,MELBOURNE CBD,Residential,363,VDSL,Master Only,-37.820555,144.956026,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1129,2 NEWQUAY PROM DOCKLANDS VIC 3008,DOCKLANDS,residential,248,VDSL,Standalone Only,-37.81374,144.943928,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1132,9 WHARF ST DOCKLANDS VIC 3008,DOCKLANDS,residential,22,UBE,Master Only,-37.814138,144.938728,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1133,117 STUDIO LANE DOCKLANDS VIC 3008,DOCKLANDS,residential,14,VDSL,Slave Only,-37.814138,144.938728,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1139,20 RAKAIA WAY DOCKLANDS VIC 3008,DOCKLANDS,residential,172,VDSL,Master Only,-37.814539,144.941469,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1143,463 DOCKLANDS DR DOCKLANDS VIC 3008,DOCKLANDS,residential,114,VDSL,Standalone Only,-37.815156,144.937407,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1146,100 HARBOUR ESP DOCKLANDS VIC 3008,DOCKLANDS,residential,727,VDSL,Standalone Only,-37.818466,144.94761,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1155,838 BOURKE ST DOCKLANDS VIC 3008,DOCKLANDS,residential,203,VDSL,Standalone Only,-37.819849,144.942995,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1157,1 ENCOUNTER WAY DOCKLANDS VIC 3008,DOCKLANDS,residential,82,VDSL,Standalone Only,-37.820181,144.945645,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1158,801 BOURKE ST DOCKLANDS VIC 3008,DOCKLANDS,residential,66,VDSL,Standalone Only,-37.819575,144.945466,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1160,8 MCCRAE ST DOCKLANDS VIC 3008,DOCKLANDS,residential,543,VDSL,Standalone Only,-37.821663,144.950875,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1164,60 SIDDELEY ST DOCKLANDS VIC 3008,DOCKLANDS,Residential,650,VDSL,Standalone Only,-37.822692,144.952518,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1176,30 RAKAIA WAY DOCKLANDS VIC 3008,DOCKLANDS,residential,25,VDSL,Slave Only,-37.814539,144.941469,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1190,28-32 SOUTHGATE AVE SOUTHBANK VIC 3006,SOUTHBANK - VIC,residential,116,VDSL,Standalone Only,-37.820801,144.96761,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1201,51-55 CITY RD SOUTHBANK VIC 3006,SOUTHBANK - VIC,Residential,85,VDSL,Standalone Only,-37.821948,144.966136,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1207,8 KAVANAGH ST SOUTHBANK VIC 3006,SOUTHBANK - VIC,residential,419,VDSL,Standalone Only,-37.822583,144.966668,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1210,14 KAVANAGH ST SOUTHBANK VIC 3006,SOUTHBANK - VIC,Residential,271,VDSL,Slave Only,-37.822714,144.966371,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1211,22 KAVANAGH ST SOUTHBANK VIC 3006,SOUTHBANK - VIC,residential,399,VDSL,Standalone Only,-37.822932,144.965889,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1212,18 KAVANAGH ST SOUTHBANK VIC 3006,SOUTHBANK - VIC,residential,18,UBE,Standalone Only,-37.822822,144.966135,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,1213,88 SOUTHBANK BVD SOUTHBANK VIC 3006,SOUTHBANK - VIC,Residential,260,VDSL,Standalone Only,-37.823386,144.964334,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
